"year","state","fips","totalvotes","DEMOCRAT","REPUBLICAN","OTHER","lagDEM","lagREP","lagOTH"
1972,"AL","01051",10590,1891,8461,238,8998,823,1996
1976,"AL","01051",13508,6646,6551,311,1891,8461,238
1980,"AL","01051",15190,5947,8688,555,6646,6551,311
1984,"AL","01051",16077,4198,11694,185,5947,8688,555
1988,"AL","01051",15539,4501,10852,186,4198,11694,185
1992,"AL","01051",20388,6223,11356,2809,4501,10852,186
1996,"AL","01051",20946,6530,12937,1479,6223,11356,2809
2000,"AL","01051",23804,6652,16777,375,6530,12937,1479
2004,"AL","01051",28680,6471,22056,153,6652,16777,375
2008,"AL","01051",34315,8301,25777,237,6471,22056,153
2012,"AL","01051",35546,8954,26253,339,8301,25777,237
2016,"AL","01051",37260,8443,27634,1183,8954,26253,339
2020,"AL","01051",41030,10367,30164,499,8443,27634,1183
1948,"AL","01053",3563,1681,188,1694,NA,NA,NA
1952,"AL","01053",4583,3385,1187,11,1681,188,1694
1956,"AL","01053",5208,3346,1529,333,3385,1187,11
1960,"AL","01053",5908,3990,1813,105,3346,1529,333
1964,"AL","01053",7551,1928,5623,0,3990,1813,105
1968,"AL","01053",10784,8473,674,1637,1928,5623,0
1972,"AL","01053",9591,1598,7883,110,8473,674,1637
1976,"AL","01053",11157,5957,4934,266,1598,7883,110
1980,"AL","01053",12053,5148,6513,392,5957,4934,266
1984,"AL","01053",12724,3853,8694,177,5148,6513,392
1988,"AL","01053",10954,4020,6807,127,3853,8694,177
1992,"AL","01053",12824,4809,5955,2060,4020,6807,127
1996,"AL","01053",11104,4651,5214,1239,4809,5955,2060
2000,"AL","01053",11660,4523,6975,162,4651,5214,1239
2004,"AL","01053",12395,3814,8513,68,4523,6975,162
2008,"AL","01053",14674,5188,9375,111,3814,8513,68
2012,"AL","01053",14894,5489,9287,118,5188,9375,111
2016,"AL","01053",14845,4605,9935,305,5489,9287,118
2020,"AL","01053",15910,4918,10869,123,4605,9935,305
1948,"AL","01055",13547,5895,1615,6037,NA,NA,NA
1952,"AL","01055",15697,10997,4634,66,5895,1615,6037
1956,"AL","01055",19886,12374,7198,314,10997,4634,66
1960,"AL","01055",21708,14372,7151,185,12374,7198,314
1964,"AL","01055",21833,8939,12894,0,14372,7151,185
1968,"AL","01055",30894,21336,4352,5206,8939,12894,0
1972,"AL","01055",28581,7372,20851,358,21336,4352,5206
1976,"AL","01055",35750,25020,10333,397,7372,20851,358
1980,"AL","01055",37806,20790,16177,839,25020,10333,397
1984,"AL","01055",38781,19074,19243,464,20790,16177,839
1988,"AL","01055",35891,17762,17828,301,19074,19243,464
1992,"AL","01055",42451,20558,17467,4426,17762,17828,301
1996,"AL","01055",37561,17976,16835,2750,20558,17467,4426
2000,"AL","01055",39348,17433,21087,828,17976,16835,2750
2004,"AL","01055",42680,15328,26999,353,17433,21087,828
2008,"AL","01055",44737,13497,30595,645,15328,26999,353
2012,"AL","01055",42624,12803,29130,691,13497,30595,645
2016,"AL","01055",44164,10442,32353,1369,12803,29130,691
2020,"AL","01055",47728,11567,35528,633,10442,32353,1369
1948,"AL","01057",2645,1023,580,1042,NA,NA,NA
1952,"AL","01057",3779,2287,1481,11,1023,580,1042
1956,"AL","01057",3928,1956,1948,24,2287,1481,11
1960,"AL","01057",4198,2274,1916,8,1956,1948,24
1964,"AL","01057",4490,1287,3203,0,2274,1916,8
1968,"AL","01057",6155,4586,848,721,1287,3203,0
1972,"AL","01057",5076,836,4240,0,4586,848,721
1976,"AL","01057",6287,4076,2165,46,836,4240,0
1980,"AL","01057",6789,3389,3315,85,4076,2165,46
1984,"AL","01057",7201,2533,4654,14,3389,3315,85
1988,"AL","01057",7557,3186,4338,33,2533,4654,14
1992,"AL","01057",8470,3830,3604,1036,3186,4338,33
1996,"AL","01057",7209,3381,3191,637,3830,3604,1036
2000,"AL","01057",7808,3064,4582,162,3381,3191,637
2004,"AL","01057",8002,2408,5534,60,3064,4582,162
2008,"AL","01057",7957,1994,5883,80,2408,5534,60
2012,"AL","01057",7958,1817,6054,87,1994,5883,80
2016,"AL","01057",8249,1362,6712,175,1817,6054,87
2020,"AL","01057",8766,1395,7300,71,1362,6712,175
1948,"AL","01059",9020,3226,2555,3239,NA,NA,NA
1952,"AL","01059",5893,3461,2424,8,3226,2555,3239
1956,"AL","01059",6769,3354,3399,16,3461,2424,8
1960,"AL","01059",7507,3422,4069,16,3354,3399,16
1964,"AL","01059",7135,3110,4025,0,3422,4069,16
1968,"AL","01059",9167,5883,2519,765,3110,4025,0
1972,"AL","01059",7812,1840,5877,95,5883,2519,765
1976,"AL","01059",9721,6279,3345,97,1840,5877,95
1980,"AL","01059",10763,6136,4448,179,6279,3345,97
1984,"AL","01059",10027,4601,5304,122,6136,4448,179
1988,"AL","01059",10241,4961,5146,134,4601,5304,122
1992,"AL","01059",11858,5953,4794,1111,4961,5146,134
1996,"AL","01059",10482,5028,4449,1005,5953,4794,1111
2000,"AL","01059",11103,4793,6119,191,5028,4449,1005
2004,"AL","01059",12269,4514,7690,65,4793,6119,191
2008,"AL","01059",11693,3469,8048,176,4514,7690,65
2012,"AL","01059",10881,3171,7567,143,3469,8048,176
2016,"AL","01059",12040,2197,9466,377,3171,7567,143
2020,"AL","01059",12578,2086,10376,116,2197,9466,377
1948,"AL","01061",3931,1823,286,1822,NA,NA,NA
1952,"AL","01061",3656,2703,950,3,1823,286,1822
1956,"AL","01061",4118,2841,1179,98,2703,950,3
1960,"AL","01061",4514,3050,1457,7,2841,1179,98
1964,"AL","01061",5576,1074,4502,0,3050,1457,7
1968,"AL","01061",8589,7864,292,433,1074,4502,0
1972,"AL","01061",6938,1049,5851,38,7864,292,433
1976,"AL","01061",8739,5983,2663,93,1049,5851,38
1980,"AL","01061",9628,4703,4747,178,5983,2663,93
1984,"AL","01061",9011,2330,6308,373,4703,4747,178
1988,"AL","01061",8472,2685,5703,84,2330,6308,373
1992,"AL","01061",9867,3622,4843,1402,2685,5703,84
1996,"AL","01061",8983,3174,4725,1084,3622,4843,1402
2000,"AL","01061",9559,2769,6588,202,3174,4725,1084
2004,"AL","01061",10520,2113,8342,65,2769,6588,202
2008,"AL","01061",11657,2134,9417,106,2113,8342,65
2012,"AL","01061",11331,2039,9175,117,2134,9417,106
2016,"AL","01061",11758,1525,9994,239,2039,9175,117
2020,"AL","01061",12545,1595,10848,102,1525,9994,239
1948,"AL","01063",1278,621,31,626,NA,NA,NA
1952,"AL","01063",1105,674,430,1,621,31,626
1956,"AL","01063",1044,691,309,44,674,430,1
1960,"AL","01063",1127,723,385,19,691,309,44
1964,"AL","01063",1711,587,1124,0,723,385,19
1968,"AL","01063",3969,1553,180,2236,587,1124,0
1972,"AL","01063",4735,3235,1404,96,1553,180,2236
1976,"AL","01063",3818,2900,903,15,3235,1404,96
1980,"AL","01063",4538,3474,1034,30,2900,903,15
1984,"AL","01063",5209,3675,1361,173,3474,1034,30
1988,"AL","01063",4377,3295,1048,34,3675,1361,173
1992,"AL","01063",4881,3865,805,211,3295,1048,34
1996,"AL","01063",4424,3526,796,102,3865,805,211
2000,"AL","01063",4396,3504,850,42,3526,796,102
2004,"AL","01063",4748,3764,958,26,3504,850,42
2008,"AL","01063",5305,4408,876,21,3764,958,26
2012,"AL","01063",5343,4521,804,18,4408,876,21
2016,"AL","01063",4880,4013,838,29,4521,804,18
2020,"AL","01063",4775,3884,875,16,4013,838,29
1948,"AL","01065",2127,1041,43,1043,NA,NA,NA
1952,"AL","01065",1972,1210,758,4,1041,43,1043
1956,"AL","01065",1916,1313,504,99,1210,758,4
1960,"AL","01065",2060,1309,741,10,1313,504,99
1964,"AL","01065",2446,548,1898,0,1309,741,10
1968,"AL","01065",5171,2837,265,2069,548,1898,0
1972,"AL","01065",4828,1779,2859,190,2837,265,2069
1976,"AL","01065",5394,3236,2034,124,1779,2859,190
1980,"AL","01065",5979,3583,2074,322,3236,2034,124
1984,"AL","01065",6056,3289,2691,76,3583,2074,322
1988,"AL","01065",5652,3187,2414,51,3289,2691,76
1992,"AL","01065",6023,3481,2001,541,3187,2414,51
1996,"AL","01065",5473,3372,1893,208,3481,2001,541
2000,"AL","01065",7731,4652,2984,95,3372,1893,208
2004,"AL","01065",7945,4631,3281,33,4652,2984,95
2008,"AL","01065",8214,4982,3200,32,4631,3281,33
2012,"AL","01065",8647,5411,3210,26,4982,3200,32
2016,"AL","01065",8040,4775,3173,92,5411,3210,26
2020,"AL","01065",7922,4687,3190,45,4775,3173,92
1948,"AL","01067",2127,1040,47,1040,NA,NA,NA
1952,"AL","01067",2392,1966,421,5,1040,47,1040
1956,"AL","01067",2713,2127,429,157,1966,421,5
1960,"AL","01067",2718,2115,592,11,2127,429,157
1964,"AL","01067",3485,589,2896,0,2115,592,11
1968,"AL","01067",5266,4232,94,940,589,2896,0
1972,"AL","01067",4291,853,3414,24,4232,94,940
1976,"AL","01067",5234,3144,2052,38,853,3414,24
1980,"AL","01067",5879,2973,2813,93,3144,2052,38
1984,"AL","01067",6239,2231,3952,56,2973,2813,93
1988,"AL","01067",5844,2206,3613,25,2231,3952,56
1992,"AL","01067",6499,2804,2970,725,2206,3613,25
1996,"AL","01067",6637,3019,3082,536,2804,2970,725
2000,"AL","01067",6932,2782,4054,96,3019,3082,536
2004,"AL","01067",7361,2452,4881,28,2782,4054,96
2008,"AL","01067",8648,3018,5585,45,2452,4881,28
2012,"AL","01067",8766,3083,5628,55,3018,5585,45
2016,"AL","01067",8072,2292,5632,148,3083,5628,55
2020,"AL","01067",9298,2606,6607,85,2292,5632,148
1948,"AL","01069",5876,2715,426,2735,NA,NA,NA
1952,"AL","01069",6364,3779,2517,68,2715,426,2735
1956,"AL","01069",6850,3639,2632,579,3779,2517,68
1960,"AL","01069",8022,3897,4060,65,3639,2632,579
1964,"AL","01069",11774,1421,10353,0,3897,4060,65
1968,"AL","01069",17145,14462,968,1715,1421,10353,0
1972,"AL","01069",15124,2358,12622,144,14462,968,1715
1976,"AL","01069",19738,8787,10672,279,2358,12622,144
1980,"AL","01069",23238,7848,14884,506,8787,10672,279
1984,"AL","01069",27505,6488,20854,163,7848,14884,506
1988,"AL","01069",27061,7001,19989,71,6488,20854,163
1992,"AL","01069",29760,8857,17360,3543,7001,19989,71
1996,"AL","01069",28063,8791,17476,1796,8857,17360,3543
2000,"AL","01069",32057,9412,22150,495,8791,17476,1796
2004,"AL","01069",36201,9144,26874,183,9412,22150,495
2008,"AL","01069",41735,12225,29254,256,9144,26874,183
2012,"AL","01069",41984,12367,29270,347,12225,29254,256
2016,"AL","01069",42639,10664,30728,1247,12367,29270,347
2020,"AL","01069",46173,12917,32618,638,10664,30728,1247
1948,"AL","01071",4073,1726,603,1744,NA,NA,NA
1952,"AL","01071",4959,3677,1272,10,1726,603,1744
1956,"AL","01071",6651,4762,1868,21,3677,1272,10
1960,"AL","01071",6848,4789,2036,23,4762,1868,21
1964,"AL","01071",5875,3145,2730,0,4789,2036,23
1968,"AL","01071",10495,8161,1165,1169,3145,2730,0
1972,"AL","01071",9410,2985,6202,223,8161,1165,1169
1976,"AL","01071",15325,10989,3913,423,2985,6202,223
1980,"AL","01071",14203,8776,4897,530,10989,3913,423
1984,"AL","01071",14582,7635,6730,217,8776,4897,530
1988,"AL","01071",13669,7418,6090,161,7635,6730,217
1992,"AL","01071",18916,10628,5711,2577,7418,6090,161
1996,"AL","01071",15558,8204,5650,1704,10628,5711,2577
2000,"AL","01071",17906,9066,8475,365,8204,5650,1704
2004,"AL","01071",20321,8635,11534,152,9066,8475,365
2008,"AL","01071",20874,6374,14083,417,8635,11534,152
2012,"AL","01071",20632,5822,14439,371,6374,14083,417
2016,"AL","01071",20984,3673,16672,639,5822,14439,371
2020,"AL","01071",23636,3717,19670,249,3673,16672,639
1948,"AL","01073",67859,30043,7261,30555,NA,NA,NA
1952,"AL","01073",70766,38111,32254,401,30043,7261,30555
1956,"AL","01073",87213,38304,43695,5214,38111,32254,401
1960,"AL","01073",105164,44369,59270,1525,38304,43695,5214
1964,"AL","01073",138838,38082,100756,0,44369,59270,1525
1968,"AL","01073",199901,103692,39670,56539,38082,100756,0
1972,"AL","01073",198528,57288,135095,6145,103692,39670,56539
1976,"AL","01073",217090,99531,113590,3969,57288,135095,6145
1980,"AL","01073",259512,113069,132612,13831,99531,113590,3969
1984,"AL","01073",266547,107506,158362,679,113069,132612,13831
1988,"AL","01073",257833,107766,148879,1188,107506,158362,679
1992,"AL","01073",298884,125889,149832,23163,107766,148879,1188
1996,"AL","01073",260906,120208,130980,9718,125889,149832,23163
2000,"AL","01073",273763,129889,138491,5383,120208,130980,9718
2004,"AL","01073",292967,132286,158680,2001,129889,138491,5383
2008,"AL","01073",318524,166121,149921,2482,132286,158680,2001
2012,"AL","01073",304523,159876,141683,2964,166121,149921,2482
2016,"AL","01073",304191,156873,134768,12550,159876,141683,2964
2020,"AL","01073",325848,181688,138843,5317,156873,134768,12550
1948,"AL","01075",3056,1434,180,1442,NA,NA,NA
1952,"AL","01075",3118,2512,605,1,1434,180,1442
1956,"AL","01075",3330,2432,867,31,2512,605,1
1960,"AL","01075",3383,2386,956,41,2432,867,31
1964,"AL","01075",3775,1041,2734,0,2386,956,41
1968,"AL","01075",5909,5231,341,337,1041,2734,0
1972,"AL","01075",4075,766,3283,26,5231,341,337
1976,"AL","01075",5724,3860,1739,125,766,3283,26
1980,"AL","01075",6186,3366,2778,42,3860,1739,125
1984,"AL","01075",5867,1910,3943,14,3366,2778,42
1988,"AL","01075",5496,2274,3214,8,1910,3943,14
1992,"AL","01075",6898,2849,3262,787,2274,3214,8
1996,"AL","01075",6410,2843,2955,612,2849,3262,787
2000,"AL","01075",7249,2653,4470,126,2843,2955,612
2004,"AL","01075",6885,1956,4894,35,2653,4470,126
2008,"AL","01075",7075,1614,5419,42,1956,4894,35
2012,"AL","01075",7176,1646,5457,73,1614,5419,42
2016,"AL","01075",6966,1036,5823,107,1646,5457,73
2020,"AL","01075",7193,978,6174,41,1036,5823,107
1948,"AL","01077",7080,3258,546,3276,NA,NA,NA
1952,"AL","01077",9027,7097,1910,20,3258,546,3276
1956,"AL","01077",11670,9128,2458,84,7097,1910,20
1960,"AL","01077",12207,8565,3558,84,9128,2458,84
1964,"AL","01077",12571,6593,5978,0,8565,3558,84
1968,"AL","01077",18867,13447,2949,2471,6593,5978,0
1972,"AL","01077",20108,5112,14410,586,13447,2949,2471
1976,"AL","01077",23185,15549,7226,410,5112,14410,586
1980,"AL","01077",27243,15379,10467,1397,15549,7226,410
1984,"AL","01077",28659,12907,15354,398,15379,10467,1397
1988,"AL","01077",26180,12862,12942,376,12907,15354,398
1992,"AL","01077",33756,15936,13728,4092,12862,12942,376
1996,"AL","01077",30436,13619,14058,2759,15936,13728,4092
2000,"AL","01077",32137,13875,17478,784,13619,14058,2759
2004,"AL","01077",37107,14628,22161,318,13875,17478,784
2008,"AL","01077",38104,13329,24068,707,14628,22161,318
2012,"AL","01077",37032,12511,23911,610,13329,24068,707
2016,"AL","01077",39525,9952,27899,1674,12511,23911,610
2020,"AL","01077",44339,11915,31721,703,9952,27899,1674
1948,"AL","01079",3242,1436,357,1449,NA,NA,NA
1952,"AL","01079",3466,2651,809,6,1436,357,1449
1956,"AL","01079",4185,2961,1197,27,2651,809,6
1960,"AL","01079",4299,2929,1363,7,2961,1197,27
1964,"AL","01079",3617,1808,1809,0,2929,1363,7
1968,"AL","01079",7666,6266,714,686,1808,1809,0
1972,"AL","01079",5863,1416,4433,14,6266,714,686
1976,"AL","01079",8284,6810,1415,59,1416,4433,14
1980,"AL","01079",8742,6112,2456,174,6810,1415,59
1984,"AL","01079",9494,4866,4466,162,6112,2456,174
1988,"AL","01079",8417,4646,3616,155,4866,4466,162
1992,"AL","01079",11589,6364,3576,1649,4646,3616,155
1996,"AL","01079",10143,5254,3893,996,6364,3576,1649
2000,"AL","01079",12185,6296,5671,218,5254,3893,996
2004,"AL","01079",14001,6155,7730,116,6296,5671,218
2008,"AL","01079",14680,5164,9277,239,6155,7730,116
2012,"AL","01079",14148,5069,8874,205,5164,9277,239
2016,"AL","01079",14829,3627,10833,369,5069,8874,205
2020,"AL","01079",16031,3562,12322,147,3627,10833,369
1948,"AL","01081",3738,1731,258,1749,NA,NA,NA
1952,"AL","01081",4434,2803,1626,5,1731,258,1749
1956,"AL","01081",5051,3302,1586,163,2803,1626,5
1960,"AL","01081",6093,3759,2295,39,3302,1586,163
1964,"AL","01081",7516,1602,5914,0,3759,2295,39
1968,"AL","01081",13120,7684,2372,3064,1602,5914,0
1972,"AL","01081",15441,3622,11571,248,7684,2372,3064
1976,"AL","01081",18737,8427,9884,426,3622,11571,248
1980,"AL","01081",21972,9606,10982,1384,8427,9884,426
1984,"AL","01081",26161,9077,16757,327,9606,10982,1384
1988,"AL","01081",26683,9078,17180,425,9077,16757,327
1992,"AL","01081",35490,13770,16885,4835,9078,17180,425
1996,"AL","01081",33214,12919,17985,2310,13770,16885,4835
2000,"AL","01081",38264,14574,22433,1257,12919,17985,2310
2004,"AL","01081",44610,16227,27972,411,14574,22433,1257
2008,"AL","01081",54325,21498,32230,597,16227,27972,411
2012,"AL","01081",54496,21381,32194,921,21498,32230,597
2016,"AL","01081",59191,21230,34617,3344,21381,32194,921
2020,"AL","01081",71449,27860,42221,1368,21230,34617,3344
1948,"AL","01083",3837,1853,112,1872,NA,NA,NA
1952,"AL","01083",4406,3844,549,13,1853,112,1872
1956,"AL","01083",4751,4146,589,16,3844,549,13
1960,"AL","01083",5186,4147,1031,8,4146,589,16
1964,"AL","01083",5404,3027,2377,0,4147,1031,8
1968,"AL","01083",10414,8416,870,1128,3027,2377,0
1972,"AL","01083",8452,2079,6188,185,8416,870,1128
1976,"AL","01083",12000,8803,2997,200,2079,6188,185
1980,"AL","01083",13384,8180,4574,630,8803,2997,200
1984,"AL","01083",14010,5410,8423,177,8180,4574,630
1988,"AL","01083",14760,5455,9086,219,5410,8423,177
1992,"AL","01083",21597,8087,9862,3648,5455,9086,219
1996,"AL","01083",20682,8045,10862,1775,8087,9862,3648
2000,"AL","01083",23634,8992,14204,438,8045,10862,1775
2004,"AL","01083",29073,9126,19702,245,8992,14204,438
2008,"AL","01083",33551,9536,23598,417,9126,19702,245
2012,"AL","01083",35540,9829,25295,416,9536,23598,417
2016,"AL","01083",40294,9468,29067,1759,9829,25295,416
2020,"AL","01083",49235,13672,34640,923,9468,29067,1759
1948,"AL","01085",1544,752,13,779,NA,NA,NA
1952,"AL","01085",1443,809,631,3,752,13,779
1956,"AL","01085",1192,623,326,243,809,631,3
1960,"AL","01085",1241,796,433,12,623,326,243
1964,"AL","01085",1858,310,1548,0,796,433,12
1968,"AL","01085",3253,1816,231,1206,310,1548,0
1972,"AL","01085",4661,2559,1990,112,1816,231,1206
1976,"AL","01085",5462,3732,1621,109,2559,1990,112
1980,"AL","01085",5329,3577,1524,228,3732,1621,109
1984,"AL","01085",5252,3567,1629,56,3577,1524,228
1988,"AL","01085",4776,3328,1405,43,3567,1629,56
1992,"AL","01085",5148,3500,1328,320,3328,1405,43
1996,"AL","01085",5441,3970,1369,102,3500,1328,320
2000,"AL","01085",6243,4557,1638,48,3970,1369,102
2004,"AL","01085",6021,4233,1786,2,4557,1638,48
2008,"AL","01085",7278,5449,1809,20,4233,1786,2
2012,"AL","01085",7523,5747,1756,20,5449,1809,20
2016,"AL","01085",6684,4883,1751,50,5747,1756,20
2020,"AL","01085",6835,4972,1836,27,4883,1751,50
1948,"AL","01087",2306,1098,110,1098,NA,NA,NA
1952,"AL","01087",2079,1457,621,1,1098,110,1098
1956,"AL","01087",2193,1024,1067,102,1457,621,1
1960,"AL","01087",2231,1327,879,25,1024,1067,102
1964,"AL","01087",4831,2973,1858,0,1327,879,25
1968,"AL","01087",6390,1608,259,4523,2973,1858,0
1972,"AL","01087",5845,3636,1931,278,1608,259,4523
1976,"AL","01087",7449,5915,1387,147,3636,1931,278
1980,"AL","01087",8774,7028,1259,487,5915,1387,147
1984,"AL","01087",9499,7857,1543,99,7028,1259,487
1988,"AL","01087",7756,6351,1304,101,7857,1543,99
1992,"AL","01087",8762,7253,1134,375,6351,1304,101
1996,"AL","01087",8203,7018,987,198,7253,1134,375
2000,"AL","01087",8831,7665,1091,75,7018,987,198
2004,"AL","01087",9407,7800,1570,37,7665,1091,75
2008,"AL","01087",10877,9450,1396,31,7800,1570,37
2012,"AL","01087",10396,9045,1331,20,9450,1396,31
2016,"AL","01087",9140,7566,1431,143,9045,1331,20
2020,"AL","01087",8723,7108,1541,74,7566,1431,143
1948,"AL","01089",6423,2947,466,3010,NA,NA,NA
1952,"AL","01089",9920,8216,1623,81,2947,466,3010
1956,"AL","01089",12097,9001,2993,103,8216,1623,81
1960,"AL","01089",16355,10959,5268,128,9001,2993,103
1964,"AL","01089",27496,13217,14279,0,10959,5268,128
1968,"AL","01089",51861,29760,13219,8882,13217,14279,0
1972,"AL","01089",52984,13108,38899,977,29760,13219,8882
1976,"AL","01089",57287,35497,20959,831,13108,38899,977
1980,"AL","01089",65072,30469,30604,3999,35497,20959,831
1984,"AL","01089",78134,26881,50428,825,30469,30604,3999
1988,"AL","01089",79894,25800,53575,519,26881,50428,825
1992,"AL","01089",107834,38974,51444,17416,25800,53575,519
1996,"AL","01089",100858,42259,50390,8209,38974,51444,17416
2000,"AL","01089",113318,48199,62151,2968,42259,50390,8209
2004,"AL","01089",131062,52644,77173,1245,48199,62151,2968
2008,"AL","01089",152899,64117,86965,1817,52644,77173,1245
2012,"AL","01089",155428,62015,90884,2529,64117,86965,1817
2016,"AL","01089",163389,62822,89520,11047,62015,90884,2529
2020,"AL","01089",194767,87286,102780,4701,62822,89520,11047
1948,"AL","01091",3816,1873,67,1876,NA,NA,NA
1952,"AL","01091",3152,1790,1362,0,1873,67,1876
1956,"AL","01091",3052,1858,1009,185,1790,1362,0
1960,"AL","01091",2795,1436,1239,120,1858,1009,185
1964,"AL","01091",4466,789,3677,0,1436,1239,120
1968,"AL","01091",9077,5167,460,3450,789,3677,0
1972,"AL","01091",7926,2645,5156,125,5167,460,3450
1976,"AL","01091",8755,4731,3841,183,2645,5156,125
1980,"AL","01091",9660,5178,4048,434,4731,3841,183
1984,"AL","01091",10213,4811,5261,141,5178,4048,434
1988,"AL","01091",8725,4402,4241,82,4811,5261,141
1992,"AL","01091",11244,5632,4470,1142,4402,4241,82
1996,"AL","01091",9294,4899,4013,382,5632,4470,1142
2000,"AL","01091",9608,4841,4690,77,4899,4013,382
2004,"AL","01091",10322,5037,5255,30,4841,4690,77
2008,"AL","01091",11471,5926,5516,29,5037,5255,30
2012,"AL","01091",11543,6167,5336,40,5926,5516,29
2016,"AL","01091",10994,5615,5233,146,6167,5336,40
2020,"AL","01091",10900,5488,5343,69,5615,5233,146
1948,"AL","01093",4122,1646,813,1663,NA,NA,NA
1952,"AL","01093",4348,2850,1489,9,1646,813,1663
1956,"AL","01093",5410,2850,2536,24,2850,1489,9
1960,"AL","01093",6055,3099,2939,17,2850,2536,24
1964,"AL","01093",5713,1747,3966,0,3099,2939,17
1968,"AL","01093",8316,6351,1534,431,1747,3966,0
1972,"AL","01093",6942,986,5927,29,6351,1534,431
